inputs,preds,labels
"So why are vultures important ? First of all , they provide vital ecological services . They clean up .",Vậy tại sao sự axít hóa bên phải là gì ? Và chúng cung cấp cho các dịch vụ y tế toàn cầu .,"Vậy , tại sao kền kền lại quan trọng ? Trước hết , chúng cung cấp những dịch vụ sinh thái thiết yếu . Chúng dọn dẹp ."
They 're our natural garbage collectors .,Chúng là những chiếc xe tự nhiên tự nhiên .,Chúng thật sự là những gã gom rác tự nhiên .
They clean up carcasses right to the bone .,Chúng cắt những cánh đồng cực rộng .,Chúng dọn sạch những xác chết đến tận xương .
They help to kill all the bacteria . They help absorb anthrax that would otherwise spread and cause huge livestock losses and diseases in other animals .,Họ giúp giết vi khuẩn . Họ giúp nuôi vi khuẩn có được thức ăn mà có thể gây ra và gây ra những bệnh khổng lồ và các loài động vật khác trong loài động vật .,Chúng giúp tiêu diệt vi khuẩn . Chúng giúp hấp thụ bệnh than mà đã có thể lan rộng và gây ra những mất mát to lớn cho ngành chăn nuôi gia súc và gây bệnh cho những loài vật khác
"Recent studies have shown that in areas where there are no vultures , carcasses take up to three to four times to decompose , and this has huge ramifications for the spread of diseases .","Các nghiên cứu ở nơi mà không có sự axít hóa nơi nào bị chế tài , và có 3 lần bơi trên đó , và nó có sự đe dọa chất dẫn nhiệt độ của sự biến đổi khí hậu .","những nghiên cứu gần nhất đã cho thấy tại những khu vực mà không có kền kền xác chết cần khoảng thời gian gấp 3 đến 4 lần để phân huỷ , và hệ quả to lớn từ việc này là sự lây lan của bệnh tật ."
Vultures also have tremendous historical significance .,Cơn bão của nó cũng là một điểm lớn .,Kền kền cũng có một lịch sử hoành tráng về tầm quan trọng của chúng .
They have been associated in ancient Egyptian culture .,Họ được làm bởi những người Ả Rập quốc tế .,Chúng đã được kết liên với nền văn hoá Ai Cập cổ đại
"Nekhbet was the symbol of the protector and the motherhood , and together with the cobra , symbolized the unity between Upper and Lower Egypt .","Cơn đau được giải phóng bởi những cánh cửa và những cánh đồng viễn khách , và cùng với những cơn gió nano .","Nekhbet là biểu tượng của người bảo vệ và tình mẹ , và cùng với rắn hổ mang , chúng biểu tượng hoá cho sự hợp nhất giữa Miền Ngược & amp ; Miền Xuôi của Ai cập ."
"In Hindu mythology , Jatayu was the vulture god , and he risked his life in order to save the goddess Sita from the 10-headed demon Ravana .",""" Những người Cơ đốc giáo nào , người ta mua cuộc sống của mình và người ta giữ cho cô ta thành người Cơ đốc giáo mãi mãi .","Trong thần thoại Hindu , Jatayu là thần kền kền , Ông đã mạo hiểm mạng sống để cứu nữ thần Sita từ tay quỷ 10 đầu Ravana ."
"In Tibetan culture , they are performing very important sky burials . In places like Tibet , there are no places to bury the dead , or wood to cremate them , so these vultures provide a natural disposal system .","Ở những nước Cơ đốc giáo , họ đang đóng lớp băng rất quan trọng ở nơi mà không có những nơi nào bị giết , hay những con voi của họ để chống lại một hệ thống chống thấm nước .","Trong nền văn hoá Tibet , họ thực hiện thiên táng rất quan trọng . Tại những nơi như ở Tibet , chẳng có chỗ để chôn người chết , hoặc chẳng có củi để thiêu họ , vậy nên những con kền kền cung cấp một hệ thống sử lí chất thải tự nhiên ."
So what is the problem with vultures ?,Vậy vấn đề là gì ?,Vậy chú kền kền đang bị sao ?
"We have eight species of vultures that occur in Kenya , of which six are highly threatened with extinction .",Chúng ta có 8 loài ong chống voi ở Galapagos đó là những cơn đau chống thấm nước .,"Chúng ta có 8 loài kền kền xuất hiện tại Kenya , trong đó có 6 loài bị đe doạ với nguy cơ tuyệt chủng cao ."
"The reason is that they 're getting poisoned , and the reason that they 're getting poisoned is because there 's human-wildlife conflicts . The pastoral communities are using this poison to target predators , and in return , the vultures are falling victim to this .","Lý do là lý do mà họ đang cố gắng nhảy , và lý do họ đang bị dìm quanh người Iran vào những cộng đồng người Ả Rập . Những người dùng để bảo vệ những chiếc máy này , và bị đe dọa sự axít hóa của sự axít hóa biển .","Lí do là chúng đang bị đầu độc , chúng bị đầu độc vì có những sự tranh giành giữa con người-và thế giới hoang dã . Những cộng đồng mục đồng đang sử dụng chất độc này để nhằm vào các con vật săn mồi nhưng thay vì vậy , những con kền kền lại là nạn nhân cho này ."
"In South Asia , in countries like India and Pakistan , four species of vultures are listed as critically endangered , which means they have less than 10 or 15 years to go extinct , and the reason is because they are falling prey by consuming livestock that has been treated with a painkilling drug like Diclofenac .","Ở bắc Nigeria , ở Ấn Độ và Trung Quốc -- bốn loài sinh vật đang bị đe dọa là những loài chim đang bị tuyệt chủng , có khả năng giảm xuống 10 năm qua và lý do vì chúng bị nhiễm chất dẫn đến những chất dẫn nước bị nhiễm như là một con cá giống như là một con cá viễn khách bị đe dọa bởi những con cá bị","Tại Nam Á , những nước như Ấn Độ và Pakistan , 4 loài kền kền được ghi danh trong danh sách những có nguy cơ cực cao điều này có nghĩa là chúng chỉ còn ít hơn 10 hoặc 15 năm để chạm đến mức tuyệt chủng và lí do đó là bởi vì chúng bị biến thành con mồi vì ăn phải gia súc đã được chữa trị bằng thuốc giảm đau như Diclofenac ."
"This drug has now been banned for veterinary use in India , and they have taken a stand .",Những thuốc này đã bị dìm quanh Ấn Độ và họ có một con sứa .,Thuốc này đã bị cấm sử dụng trong ngành thú y tại Ấn Độ Chúng đã minh chứng rằng
"Because there are no vultures , there 's been a spread in the numbers of feral dogs at carcass dump sites , and when you have feral dogs , you have a huge time bomb of rabies . The number of cases of rabies has increased tremendously in India .","Bởi vì không có những chiếc máy phát thanh , đã được sinh ra trong những số lượng những con cá bị đe dọa bởi những con chó bị đe dọa bởi loài chó hoang dã . Bởi vì bạn có một phần cao nhất được truyền đi . Bởi vì những cơn bão biển cao nhất có nhiều tầng của Ấn Độ .","Vì không có kền kền nên mới có sự tràn lan về số lượng chó hoang tại những khu vực chứa rác thải xác động vật Khi bạn có chó hoang , bạn có một quả bom hẹn giờ khổng lồ về bệnh dại . Số ca mắc bệnh dại đã tăng rất nhiều tại Ấn Độ ."
Kenya is going to have one of the largest wind farms in Africa : 353 wind turbines are going to be up at Lake Turkana .,"Đổ vỡ , sẽ có một trong những mảnh vụn lớn vàng ở châu Phi : Những bon nát bạn sẽ bị dìm băng lên biển Kinh thánh .",Kenya sẽ có một cánh đồng quạt gió lớn nhất tại Châu Phi với 353 động cơ sẽ được lắp tại Lake Turkana
"I am not against wind energy , but we need to work with the governments , because wind turbines do this to birds . They slice them in half .","Tôi không chống thấm năng lượng , nhưng chúng ta cần làm việc với các loài chim này , bởi vì các loài chim đang tuyệt chủng vào khoảng nửa triệu loài chim .","Tôi không phản đối năng lượng gió , nhưng chúng ta cần hợp tác với chính phủ , vì động cơ gió khiến những con chim thành thế này . Chúng cắt làm đôi ."
They are bird-blending machines .,Chúng là những máy sản xuất vai những cỗ máy .,Chúng là máy nghiền những chú chim .
"In West Africa , there 's a horrific trade of dead vultures to serve the witchcraft and the fetish market .","Ở Galapagos , có sự thấu cảm trong việc bảo vệ những cánh cửa sán được bảo vệ .",Tại Tây Phi có một ngành buôn bán kền kền chết thật kinh khủng để phục vụ cho thị trường ma thuật và bùa ngải .
"So what 's being done ? Well , we 're conducting research on these birds . We 're putting transmitters on them .",Vậy cái gì đang được thực hiện ? Chúng tôi đang nghiên cứu những loài chim này . Chúng tôi sẽ đặt chúng vào những cái hộp để đặt chúng lên .,Vậy chúng tôi đã làm được gì ? Chúng tôi đang tiến hành nghiên cứu về những chú chim này . Chúng tôi đang gắn máy phát tín hiệu vào chúng
"We 're trying to determine their basic ecology , and see where they go .","Chúng ta đang cố gắng cố gắng loại bỏ chúng , và thấy họ đi đâu .","Chúng tôi đang cố gắng xác định sinh thái học cơ bản của chúng , và theo dấu nơi chúng đến ."
"We can see that they travel different countries , so if you focus on a problem locally , it 's not going to help you .","Chúng ta có thể thấy họ sống khác nhau , nên bạn tập trung vào một vấn đề ở địa phương , chứ không phải để giúp bạn .","Chúng ta có thể thấy chúng di chuyển đến rất nhiều quốc gia khác nhau , vậy nên nếu bạn chỉ chú trọng đến những vấn đề trên quy mô khu vực , điều này sẽ chẳng giúp ích gì cho bạn cả ."
We need to work with governments in regional levels .,Chúng ta cần làm việc với những nước Mỹ .,Chúng ta cần hợp tác với chính phủ trên mức độ vùng miền .
We 're working with local communities .,Chúng tôi đang làm việc với những cộng đồng địa phương .,Chúng tôi đang hợp tác với những cộng đồng địa phương
"We 're talking to them about appreciating vultures , about the need from within to appreciate these wonderful creatures and the services that they provide .","Chúng ta đang nói về những cơn bão sinh học , về những nơi mà những sinh vật tuyệt vời này để cung cấp cho những sinh vật tuyệt vời và dịch vụ mà họ cung cấp cho họ .",Chúng tôi đang nói với họ về việc quý trọng những con kền kền sự cần thiết nội tại cho việc trân trọng những sinh vật tuyệt vời này và những lợi ích mà chúng mang lại .
"How can you help ? You can become active , make noise . You can write a letter to your government and tell them that we need to focus on these very misunderstood creatures . Volunteer your time to spread the word . Spread the word .",Làm sao bạn có thể giúp đỡ ? Bạn có thể trở thành người Cơ đốc giáo . Bạn có thể viết một lá thư cho chính phủ và nói rằng chúng ta cần tập trung vào những sinh vật sinh học sinh học mà con người cần để bảo vệ những sinh vật hóa học .,"Bạn làm thế nào để giúp ? bạn có thể trở thành một người năng động , tạo ra tiếng nói . Bạn có thể viết thư cho chính phủ của mình và nói với họ rằng chúng ta cần chú trọng vào những sinh vật bị hiểu lầm này . Tình nguyện bớt chút thời gian truyền đi thông điệp . Loan truyền thông điệp ."
"When you walk out of this room , you will be informed about vultures , but speak to your families , to your children , to your neighbors about vultures .","Khi bạn bước ra ngoài phòng này , bạn sẽ thấy sự thấu cảm . Nhưng nói với gia đình bạn , để gia đình bạn tự do bắt con .","Khi bạn bước ra khỏi căn phòng này , bạn sẽ có được thông tin về những chú chim kền kền , nhưng hãy nói cho gia đình của bạn , con cái , hàng xóm về kền kền"
They are very graceful . Charles Darwin said he changed his mind because he watched them fly effortlessly without energy in the skies .,Họ là người Cơ đốc giáo . Bởi vì ông ấy đã thay đổi tâm trí mình bởi vì họ có thể bay xuyên qua những nguồn năng lượng không còn trong nước Mỹ,Chúng rất duyên dáng . Charles Darwin đã nói Ông đổi ý kiến vì ông đã nhìn thấy chúng bay thư thái như không cần đến chút sức lực trên bầu trời .
"Kenya , this world , will be much poorer without these wonderful species .","Đổ vỡ , thế giới này , sẽ có rất nhiều loài chim tuyệt vời .","Kenya , thế giới này , sẽ nghèo hơn rất nhiều nếu như không có những loài vật tuyệt vời này ."
Thank you very much .,Cảm ơn rất nhiều .,Cám ơn rất nhiều .
"When I was 11 , I remember waking up one morning to the sound of joy in my house .","Khi tôi sinh ra , tôi nhớ là một đứa trẻ tuổi đến với chính mình .","Khi tôi 11 tuổi , Tôi nhớ một buổi sáng tôi thức dậy khi nghe tiếng hân hoan trong căn nhà của tôi ."
"My father was listening to BBC News on his small , gray radio .",Mẹ tôi đang lắng nghe những kẻ Cơ đốc giáo .,Bố tôi lúc ấy đang nghe tin tức BBC trên chiếc radio màu xám nhỏ của ông ấy
"There was a big smile on his face which was unusual then , because the news mostly depressed him .","Có một cô gái nhỏ ở bên phải , bởi vì tin nhắn đến nỗi sợ nhất là niềm vui .","Ông ấy nở một nụ cười rất lớn , điều này rất bất thường vì tin tức thường làm ông ấy buồn rầu hơn ."
""" The Taliban are gone ! "" my father shouted .",""" Lồng khỉ "" Lồng khỉ "" mạnh "" .","Ông ấy la lên : "" Bọn Taliban đã đi rồi ! """
"I didn 't know what it meant , but I could see that my father was very , very happy .","Tôi không biết mình đang thấy gì , nhưng tôi có thể thấy mình rất hạnh phúc .","Lúc đó tôi không hiểu rõ nhưng tôi có thể thấy rằng bố tôi rất , rất vui mừng"
""" You can go to a real school now , "" he said .",""" Bạn có thể đi vào trường thực . "" Ông ta nói .",""" Bây giờ con có thể thật sự đến trường rồi "" Ông nói ."
A morning that I will never forget .,Một buổi sáng tôi sẽ không bao giờ quên .,Một buổi sáng mà tôi không thể nào quên được .
A real school .,Một trường thực sự nhỏ .,Một ngôi trường thật sự .
"You see , I was six when the Taliban took over Afghanistan and made it illegal for girls to go to school .","Bạn thấy đấy , tôi là 6 tuổi để lấy giết cô ấy vì cô bé .","Bạn biết không , bọn Taliban đến xâm lấn Afghanistan từ khi tôi 6 tuổi và ngăn cấm các cô gái đi học ."
"So for the next five years , I dressed as a boy to escort my older sister , who was no longer allowed to be outside alone , to a secret school .","Vậy nên vào năm 2005 , tôi bị chà xát bởi con gái tôi , không phải là cố gắng để bị bỏ , để trở thành một trường kinh doanh , để trở thành một trường quốc tế .","Trong 5 năm sau đó , tôi đã ăn mặc như 1 thằng con trai để đi cùng với chị tôi tới một trường bí mật vì chị tôi bị cấm ra khỏi nhà môt mình ."
It was the only way we both could be educated .,Đó chỉ là cách duy nhất chúng ta được giáo dục .,Đó là cách duy nhất để chúng tôi có thể đi học .
"Each day , we took a different route so that no one would suspect where we were going .","Mỗi ngày , chúng tôi lấy một chân khác để không ai muốn biết mình sẽ có ai muốn .","Mỗi ngày , chúng tôi đi con đường khác nhau để không bị ai nghi ngờ về điểm đến của chúng tôi ."
We would cover our books in grocery bags so it would seem we were just out shopping .,Chúng tôi sẽ kéo những cuốn sách của mình vào những con thuyền nhỏ mà chúng tôi chỉ có được .,Chúng tôi giấu sách vở trong giỏ đi chợ như thế mọi người sẽ nghĩ chúng tôi chỉ đi mua sắm .
"The school was in a house , more than 100 of us packed in one small living room .","Con gái ở một ngôi nhà , hơn 100 mét trong một căn phòng nhỏ .","Cái trường ấy trong một căn nhà , hơn 100 đứa chúng tôi chen lấn trong một phòng khách nhỏ hẹp ."
It was cozy in winter but extremely hot in summer .,Nó đang bơi trong mùa hè nhưng rất đông tại mùa hè .,Khá là ấm áp trong mùa đông nhưng mùa hè thì cực kì nóng .
"We all knew we were risking our lives -- the teacher , the students and our parents .",Chúng ta đều biết sự tin tưởng của con người -- những sinh viên và bố mẹ chúng ta .,"Tất cả chúng tôi đều biết đang mạo hiểm tính mạng của chính mình thầy cô , học sinh và cha mẹ chúng tôi ."
"From time to time , the school would suddenly be canceled for a week because Taliban were suspicious .","Từ thời gian dài , trường Cơ đốc sẽ bị tang thương .","Có một vài lần , ngôi trường đột nhiên đóng cửa khoảng một tuần vì lũ Taliban nghi ngờ ."
We always wondered what they knew about us .,Chúng ta luôn tự hỏi họ ai biết .,Chúng tôi luôn tự hỏi họ biết gì về chúng tôi .
Were we being followed ?,Chúng ta có phải là ai ?,Chúng tôi có bị theo dõi không ?
Do they know where we live ?,Họ biết mình sống như thế nào ?,Họ có biết chỗ chúng tôi ở không ?
"We were scared , but still , school was where we wanted to be .","Chúng ta rất sợ , nhưng vẫn đang ở đâu .","Chúng tôi đã rất sợ , nhưng dù vậy , chúng tôi vẫn muốn tới trường ."
I was very lucky to grow up in a family where education was prized and daughters were treasured .,Tôi rất may mắn được lớn lên ở một gia đình mà bị giết là người Cơ đốc giáo .,Tôi rất may mắn được nuôi dạy trong một gia đình rất trân trọng việc học và con gái được quý trọng .
My grandfather was an extraordinary man for his time .,Mẹ tôi là người tuyệt vời trong suốt thời gian .,Ông ngoại của tôi là một người thật đáng khâm phục vào thời ấy
"A total maverick from a remote province of Afghanistan , he insisted that his daughter , my mom , go to school , and for that he was disowned by his father .","Một cú gió nhỏ đến từ vùng núi nước Cơ đốc giáo đến con trai tôi , mẹ tôi đi học vì ông ấy là người Cơ đốc giáo .","Một người hoàn toàn bị ruồng bỏ từ một tỉnh xa ở Afghanistan , ông nài nỉ để con gái ông , mẹ của tôi được đến trường , và vì vậy nên ông bị cha của ông ấy từ bỏ ."
But my educated mother became a teacher .,Nhưng mẹ tôi trở thành giáo viên .,Nhưng người mẹ có giáo dục của tôi trở thành giáo viên .
There she is .,Bà ấy là ai .,Bà ấy đây .
"She retired two years ago , only to turn our house into a school for girls and women in our neighborhood .","Cô ấy năm nay , chỉ cần phải quay lại trường học và phụ nữ ở vùng quê phụ nữ tôi ở thành phố Anh .",Bà nghỉ hưu 2 năm về trước để dùng nhà của chúng tôi để mở trường cho bé gái và phụ nữ trong hàng xóm .
And my father -- that 's him -- he was the first ever in his family to receive an education .,Và bố tôi -- đó là con trai mà ông ấy đang nhận được vào gia đình mình .,Và đây là bố của tôi ông là người đầu tiên trong gia đình của ông ấy được giáo dục .
"There was no question that his children would receive an education , including his daughters , despite the Taliban , despite the risks .","Không ai nhận ra mình sẽ nhận được một giáo dục giáo dục , bao gồm cả người con gái của mình , dù là sự mạo hiểm .","Không nghi ngờ rằng con cái của ông ấy sẽ được giáo dục , bao gồm con gái của ông , bất chấp Taliban , và bất chấp những hiểm nguy ."
"To him , there was greater risk in not educating his children .","Đối với ông , có rất nhiều sự sống không tốt trong người nuôi con của mình .","Đối với ông , con cái không được học là mối nguy hiểm lớn hơn cả ."
"During Taliban years , I remember there were times I would get so frustrated by our life and always being scared and not seeing a future .","Trong năm 1584 đó , tôi nhớ có thời gian để làm tăng sự thất vọng của chúng ta bằng cuộc sống và không cảm thấy gì cả .","Trong những năm Taliban , tôi nhớ rằng có những lúc tôi rất tức giận về cuộc sống của chúng tôi và luôn sợ hãi và không thấy được tương lai ."
"I would want to quit , but my father , he would say , "" Listen , my daughter , you can lose everything you own in your life .","Tôi muốn bơi , nhưng bố tôi , "" Xin chào , anh có thể mất tất cả mọi thứ trong cuộc sống của bạn .","Tôi rất muốn từ bỏ chuyện học , nhưng bố tôi , ông sẽ nói rằng , "" Nghe này con gái , con có thể mất hết mọi thứ con có trên cuộc đời này"
Your money can be stolen . You can be forced to leave your home during a war .,Bạn có thể bị giết . Bạn có thể bị giết bởi nhà mình .,Tiền của con có thể bị cướp mất . Con có thể bị buộc phải rời khỏi nhà trong thời gian chiến tranh .
"But the one thing that will always remain with you is what is here , and if we have to sell our blood to pay your school fees , we will .","Nhưng điều mà sẽ luôn giữ lại với bạn là cái mà chúng ta phải bán để cung cấp cho các nước hàng xóm , chúng ta sẽ giữ cho các nước tàu quanh mình .","Nhưng một thứ sẽ mãi mãi tồn tại với con là thứ trong đây , và nếu chúng ta bị bắt buộc phải bán máu để trả tiền học phì , chúng ta sẽ làm thế ."
"So do you still not want to continue ? ""","Vậy bạn vẫn sẽ không muốn tiếp tục chứ ? """,Vậy thì con còn muốn tiếp tục nữa không ?
Today I am 22 .,Hôm nay tôi là một người nghèo .,Hôm nay tôi 22 tuổi .
I was raised in a country that has been destroyed by decades of war .,Tôi được sinh ra ở một quốc gia đã bị giết bởi chiến tranh chiến tranh .,Tôi đã được lớn lên ở một quốc gia đã bị tiêu huỷ bởi bao thập niên chiến tranh .
"Fewer than six percent of women my age have made it beyond high school , and had my family not been so committed to my education , I would be one of them .","Cơn đông cho đến sáu phần trăm phụ nữ tuổi của tôi đã làm nó quá xa và không phải gia đình tôi phải chịu trách nhiệm để giết mình , tôi sẽ là một trong số họ .","Ít hơn 6 % phụ nữ tuổi tôi được học sau trung học phổ thông , và nếu gia đình tôi không cam kết về việc học của tôi , tôi cũng trở thành một trong số họ ."
"Instead , I stand here a proud graduate of Middlebury College .","Thay vào đó , tôi đứng ở đây một cuộc xâm lược người Cơ đốc giáo .","Nhưng mà , tôi hãnh diện đứng đây là một sinh viên tốt nghiệp trường Cao Đẳng Middlebury ."
"When I returned to Afghanistan , my grandfather , the one exiled from his home for daring to educate his daughters , was among the first to congratulate me .","Khi tôi trở về Afghanistan , ông ấy một người lính mặc áo của mình để dạy con gái con gái của mình , là trong những con trai tôi .","Khi tôi trở về Afghanistan , ông ngoại tôi , người bị ruồng bỏ bởi gia đình vì ông dám cho con gái của ông đi học , là một trong những người đầu tiên chúc mừng tôi ."
"He not only brags about my college degree , but also that I was the first woman , and that I am the first woman to drive him through the streets of Kabul .","Ông ta không chỉ huýt gió trong trường , nhưng tôi là phụ nữ đầu tiên đầu tiên vào con con con trai đầu tiên của ông ta . Và tôi là người phụ nữ chạy qua con đường băng của con đường băng .","Ông ấy không những khoe về bằng cao đẳng của tôi , mà còn về tôi là người phụ nữ đầu tiên , và tôi là người phụ nữ đầu tiên có thể chở ông ấy trên những con đường ở Kabul ."
My family believes in me .,Mẹ tôi tin tưởng tôi .,Gia đình tôi tin tưởng tôi .
"I dream big , but my family dreams even bigger for me .","Tôi giấc mơ ấy , nhưng gia đình tôi còn lớn hơn tôi .","Tôi mơ ước lớn , nhưng gia đình tôi mong ước cho tôi còn lớn hơn ."
"That 's why I am a global ambassador for 10x10 , a global campaign to educate women .",Đó là lý do tại sao tôi là một chiến dịch thiết kế nhạy cảm với phụ nữ toàn cầu .,"Vì thế tôi là đại sứ toàn cầu cho 10x10 , đây là cuộc vận động toàn cầu để giáo dục phụ nữ ."
"That 's why I cofounded SOLA , the first and perhaps only boarding school for girls in Afghanistan , a country where it 's still risky for girls to go to school .","Đó là lý do tại sao tôi bơi , và chỉ cần gửi cô gái ở Afghanistan , một quốc gia vẫn tin tưởng vì cô gái vẫn nguy hiểm để đi học con gái .","Vì vậy tôi giúp thành lập SOLA , ngôi trường đầu tiên và hẳn là duy nhất cho con gái ở Afghanistan , một đất nước mà vẫn còn nguy hiểm cho các cô gái đến trường học"
The exciting thing is that I see students at my school with ambition grabbing at opportunity .,Điều thú vị là tôi thấy sinh viên ở trường cấp đôi vào trong một cơ hội nhảy múa .,Tôi rất phấn khởi khi thấy học sinh đến trường của tôi với kì vọng để nắm lấy cơ hội này .
"And I see their parents and their fathers who , like my own , advocate for them , despite and even in the face of daunting opposition .","Và tôi thấy mình và mẹ họ , như người ta , người ta nắm lấy chúng , và thậm chí ngay cả nỗi sợ của lòng trắc ẩn .","Và tôi thấy cha mẹ họ và bố họ như cha của tôi , ủng hộ họ , bất chấp và ngay cả khi đang gặp nhiều đối lập khó khăn ."
"Like Ahmed . That 's not his real name , and I cannot show you his face , but Ahmed is the father of one of my students .","Giống như bơi . Đó không phải là tên của ông ta , và tôi không thể cho bạn nghe về phía của một người bạn .","Như Ahmed . Đó không phải là tên thật của ông ấy , và tôi không thể lộ mặt của ông ấy được , nhưng Ahmed là cha của một học sinh của tôi ."
"Less than a month ago , he and his daughter were on their way from SOLA to their village , and they literally missed being killed by a roadside bomb by minutes .","JU : Người lính , anh ta đang ở trong nhà của họ từ ngôi làng để được giết chết những con cá hoang dã . và họ bị giết bởi một cơn bão nước được bảo vệ bởi một phút","Ít hơn một tháng rồi , ông và con gái ông đang trên đường tới SOLA từ làng của họ , và họ thật sự chỉ xém bị giết chết vì một quả bom bên đường chỉ trong vài phút ."
"As he arrived home , the phone rang , a voice warning him that if he sent his daughter back to school , they would try again .","Khi ông ấy đến nhà , chiếc máy in ra khỏi chiếc máy đó nếu ông gửi con gái ấy , họ sẽ cố gắng làm một lần nữa .","Khi ông vừa về tới nhà , điện thoại reng , một giọng nói đe doạ ông nếu ông tiếp tục đưa con gái ông tới trường , họ sẽ thử lần nữa ."
""" Kill me now , if you wish , "" he said , "" but I will not ruin my daughter 's future because of your old and backward ideas . """,""" Lồng khỉ họa này , nếu bạn sợ , "" Tôi sẽ không bị mất đi đâu , bởi vì tương lai của con gái của tôi là những ý tưởng và giữ gìn vì những ý tưởng của con gái . ""","Ông ấy trả lời : "" Nếu ngươi muốn thì giết tôi đi , nhưng tôi sẽ không huỷ hoại tương lai của con gái tôi vì những tư tưởng lạc hậu và ngược đời của các người """
"What I 've come to realize about Afghanistan , and this is something that is often dismissed in the West , that behind most of us who succeed is a father who recognizes the value in his daughter and who sees that her success is his success .","Những gì tôi nhận ra là , và đây là điều mà người ta thường mua ở phương Tây , sau đó là người phụ nữ mới nhất để nhận được những người phụ nữ đó là người phụ nữ .","Tôi bây giờ đã nhận thấy về Afghanistan , và đây là thứ thường bị bỏ qua ở Tây phương , là đằng sau hầu hết mỗi người thành công chúng ta là một người cha trân trọng giá trị của con gái họ và người thấy thành công của con gái mình như là thành công của chính họ ."
It 's not to say that our mothers aren 't key in our success .,Không phải vì mẹ mình không phải là người phụ nữ của chúng tôi .,Đây không phải nói người mẹ không quan trọng trong thành công của chúng ta .
"In fact , they 're often the initial and convincing negotiators of a bright future for their daughters , but in the context of a society like in Afghanistan , we must have the support of men .","Thực tế là họ thường chịu trách nhiệm và phụ nữ là người lính của họ , nhưng trong xã hội của họ , chúng ta phải có một xã hội như Afghanistan .","Thật ra , họ là người đầu tiên và là người thương thuyết thuyết phục cho một tương lai sáng của con gái họ , nhưng trong hoàn cảnh xã hội như Afghanistan , chúng ta cần đến sự ủng hộ của những người đàn ông ."
"Under the Taliban , girls who went to school numbered in the hundreds -- remember , it was illegal .","Nhà Cơ đốc giáo giáo hả , cô ấy là một vòng hàng trăm tuổi .","Dưới Taliban , những cô gái đến trường cả hàng trăm người nhớ rằng , đó là bất hợp pháp ."
"But today , more than three million girls are in school in Afghanistan .","Nhưng hôm nay , hơn 3 triệu bé gái ở Afghanistan .","Nhưng ngày hôm nay , hơn 3 triệu nữ sinh đang theo học ở Afghanistan"
Afghanistan looks so different from here in America .,Người lính này trông giống như Afghanistan .,Afghanistan nhìn rất khác khi nhìn từ Mỹ .
I find that Americans see the fragility in changes .,Tôi thấy người Mỹ thấy sự thay đổi tự nhiên .,"Tôi thấy rằng người Mỹ thấy sự yếu ớt , dễ vỡ trong những thay đổi ."
I fear that these changes will not last much beyond the U.S. troops ' withdrawal .,Tôi sợ rằng những thay đổi này sẽ không có đủ thời gian để những người Cơ đốc giáo .,Tôi sợ rằng tất cả những thay đổi đó sẽ không kéo dài hơn sau khi quân đội Mỹ rút đi .
"But when I am back in Afghanistan , when I see the students in my school and their parents who advocate for them , who encourage them , I see a promising future and lasting change .","Nhưng khi tôi quay trở lại Afghanistan , khi tôi thấy sinh viên ở trường và họ gửi họ cho họ những người mà họ biết rằng tôi thấy mình đang cố gắng để thay đổi tương lai và thay đổi những gì đang diễn ra .","Nhưng khi tôi trở về Afghanistan , khi tôi thấy học sinh trong trường của tôi và cha mẹ họ ủng hộ họ , khuyến khích họ , tôi thấy một tương lai hứa hẹn và sự thay đổi sẽ tồn tại lâu dài ."
"To me , Afghanistan is a country of hope and boundless possibilities , and every single day the girls of SOLA remind me of that .","Đối với tôi , Afghanistan , tôi là một quốc gia và những người Cơ đốc giáo mỗi ngày .","Đối với tôi , Afghanistan là một đất nước của hy vọng , khả năng không giới hạn , và mỗi ngày nữ sinh trường SOLA nhắc nhở tôi về điều đó ."
"Like me , they are dreaming big .","Giống như tôi , họ đang đang chạm .","Như tôi , họ có mơ ước lớn ."
Thank you .,Cảm ơn .,Cám ơn .
Hi . This is my mobile phone .,Xin chào . Đây là điện thoại di động của tôi .,Xin chào . Đây là chiếc điện thoại di động của tôi .
"A mobile phone can change your life , and a mobile phone gives you individual freedom .",Một điện thoại di động có thể thay đổi cuộc sống và là một điện thoại di động cho bạn .,"Một chiếc điện thoại di động có thể thay đổi cuộc sống của bạn , và một chiếc điện thoại cũng mang lại cho bạn tự do cá nhân ."
"With a mobile phone , you can shoot a crime against humanity in Syria .","Với một chiếc điện thoại di động , bạn có thể chụp một chiếc máy chống voi của mình .","Với một chiếc điện thoại di động , bạn có thể ghi lại hình ảnh những hành động xâm phạm nhân quyền ở Syria ."
"With a mobile phone , you can tweet a message and start a protest in Egypt .","Với một chiếc điện thoại di động , bạn có thể bơi và bắt đầu trở thành một người Cơ đốc giáo tại Galapagos","Với một chiếc điện thoại di động , bạn cũng có thể đăng tải một thông điệp trên Tweeter và bắt đầu tham gia một cuộc biểu tình phản đối chính phủ ở Ai Cập ."
"And with a mobile phone , you can record a song , load it up to SoundCloud and become famous .","Và với một chiếc điện thoại di động , bạn có thể hát một bài hát , và nó được truyền theo kinh thánh và trở thành tiếng Hindi .","Và cũng với một chiếc điện thoại bạn có thể ghi âm một bài hát , đăng tải nó lên SoundCloud và trở nên nổi tiếng ."
