inputs,preds,labels
And I 'll tell you why .,Và tôi sẽ nói cho bạn biết tại sao.,Tôi sẽ nói cho bạn biết tại sao .
"First of all , why do they have such a bad press ?","Trước hết, tại sao họ lại có một báo chí tệ hại như vậy?","Trước tiên , tại sao chúng lại có ấn tượng xấu như vậy ?"
"When Charles Darwin went across the Atlantic in 1832 on the Beagle , he saw the turkey vulture , and he said , "" These are disgusting birds with bald scarlet heads that are formed to revel in putridity . ""","Khi Charles Darwin băng qua Đại Tây Dương vào năm 1832, ông đã nhìn thấy con kền kền, và ông nói, "" Đây là những con chim kinh tởm với đầu bạc đỏ được hình thành để say sưa trong sự bẩn thỉu. ""","Khi Charles Darwin vượt qua Thái Bình Dương năm 1832 từ tàu Beagle , ông thấy những con kền kền Thổ Nhĩ Kỳ , Ông nói , "" Những con chim này thật kinh tởm với cái đầu trọc đỏ chói được tạo ra để hoan hỉ trong hôi thối"
"You could not get a worse insult , and that from Charles Darwin .","Bạn không thể bị xúc phạm tồi tệ hơn, và đó là từ Charles Darwin.","Bạn không thể nào bị sỉ nhục tồi tệ hơn thế , và đó là những lời từ Charles Darwin ."
"You know , he changed his mind when he came back , and I 'll tell you why .","Bạn biết đấy, anh ta đã thay đổi ý định khi anh ta trở lại, và tôi sẽ giải thích cho bạn tại sao.","Bạn biết đấy , Ông đã thay đổi ý kiến khi ông quay lại , Để tôi nói cho bạn biết tại sao ."
"They 've also be associated with Disney — — personified as goofy , dumb , stupid characters .","Chúng cũng được kết hợp với Disney -- -- được nhân cách hoá như những nhân vật ngu ngốc, đần độn.","Chúng cũng đã bị liên kết với Disney-- bị nhân cách hoá thành những nhân vật đần độn , ngố , ngu ngốc ."
"More recently , if you 've been following the Kenyan press — — these are the attributes that they associated the Kenyan MPs with . But I want to challenge that .","Gần đây hơn, nếu bạn theo dõi báo chí Kenya -- -- đây là những thuộc tính mà họ liên hệ với các MP của Kenya. Nhưng tôi muốn thách thức điều đó.","Gần đây hơn , nếu bạn đang theo dõi tin tức ở Kenya ---- đây là những thuộc tính đặc trưng mà gắn kết với những quân cảnh Keya . Nhưng tôi muốn phản kháng lại điều đó"
I want to challenge that . Do you know why ?,Tôi muốn thử thách điều đó. Bạn có biết tại sao không?,Tôi muốn phản kháng lại vì bạn biết sao không ?
Because MPs do not keep the environment clean .,Bởi vì các MP không giữ môi trường sạch sẽ.,vì quân cảnh không giữ cho môi trường trong sạch .
MPs do not help to prevent the spread of diseases .,Các MP không giúp ngăn ngừa sự lây lan dịch bệnh.,Quân cảnh không giúp ngăn chặn sự lây lan của bệnh tật .
They are hardly monogamous .,Chúng hầu như không đơn điệu.,Họ hầu như không thể chế độ một vợ-một chồng .
They are far from being extinct .,Chúng còn xa mới bị tuyệt chủng.,Họ còn lâu mới bị tuyệt chủng .
"And , my favorite is , vultures are better looking .","Và, tôi thích nhất là, kền kền trông đẹp hơn.","Và , điều mà tôi thích nhất là , những con kền kền trông được hơn nhiều"
So there 's two types of vultures in this planet .,Có hai loại kền kền trên hành tinh này.,Có hai loại kền kền trên hành tinh này .
"There are the New World vultures that are mainly found in the Americas , like the condors and the caracaras , and then the Old World vultures , where we have 16 species . From these 16 , 11 of them are facing a high risk of extinction .","Có những con kền kền Thế Giới Mới chủ yếu được tìm thấy ở Châu Mỹ, như những con chim sẻ và những con Cararara, và sau đó là những con kền kền thế giới cũ, nơi chúng ta có 16 loài.","Những loại Kền kền Tân Thế Giới được tìm thấy chủ yếu tại Mỹ , giống như loài condor và caracaras tiếp đó kền kền Cựu Thế Giới , nơi mà có khoảng 16 loài . Trong số 16 loài này thì có 11 loài đối mặt với nguy cơ tuyệt chủng cao ."
"So why are vultures important ? First of all , they provide vital ecological services . They clean up .","Vậy tại sao kền kền lại quan trọng? Trước tiên, chúng cung cấp những dịch vụ sinh thái quan trọng. Chúng dọn dẹp.","Vậy , tại sao kền kền lại quan trọng ? Trước hết , chúng cung cấp những dịch vụ sinh thái thiết yếu . Chúng dọn dẹp ."
They 're our natural garbage collectors .,Chúng là những nhà sưu tập rác tự nhiên của chúng ta.,Chúng thật sự là những gã gom rác tự nhiên .
They clean up carcasses right to the bone .,Họ làm sạch xác chết cho đến tận xương.,Chúng dọn sạch những xác chết đến tận xương .
They help to kill all the bacteria . They help absorb anthrax that would otherwise spread and cause huge livestock losses and diseases in other animals .,Chúng giúp tiêu diệt tất cả vi khuẩn. Chúng giúp hấp thu bệnh than mà có thể lan truyền và gây ra thiệt hại trầm trọng cho gia súc và các loài động vật khác.,Chúng giúp tiêu diệt vi khuẩn . Chúng giúp hấp thụ bệnh than mà đã có thể lan rộng và gây ra những mất mát to lớn cho ngành chăn nuôi gia súc và gây bệnh cho những loài vật khác
"Recent studies have shown that in areas where there are no vultures , carcasses take up to three to four times to decompose , and this has huge ramifications for the spread of diseases .","Các nghiên cứu gần đây đã chỉ ra rằng ở những vùng không có kền kền, xác chết chiếm tới 3-4 lần để phân huỷ, và điều này có sự phân huỷ lớn cho sự lây lan của bệnh tật.","những nghiên cứu gần nhất đã cho thấy tại những khu vực mà không có kền kền xác chết cần khoảng thời gian gấp 3 đến 4 lần để phân huỷ , và hệ quả to lớn từ việc này là sự lây lan của bệnh tật ."
Vultures also have tremendous historical significance .,Các cuộc khủng hoảng cũng có tầm quan trọng lịch sử to lớn.,Kền kền cũng có một lịch sử hoành tráng về tầm quan trọng của chúng .
They have been associated in ancient Egyptian culture .,Chúng có liên hệ với văn hoá Ai Cập cổ đại.,Chúng đã được kết liên với nền văn hoá Ai Cập cổ đại
"Nekhbet was the symbol of the protector and the motherhood , and together with the cobra , symbolized the unity between Upper and Lower Egypt .","Nekhbet là biểu tượng của người bảo vệ và người mẹ, và cùng với con hổ mang, tượng trưng cho sự thống nhất giữa phía trên và Hạ Ai Cập.","Nekhbet là biểu tượng của người bảo vệ và tình mẹ , và cùng với rắn hổ mang , chúng biểu tượng hoá cho sự hợp nhất giữa Miền Ngược & amp ; Miền Xuôi của Ai cập ."
"In Hindu mythology , Jatayu was the vulture god , and he risked his life in order to save the goddess Sita from the 10-headed demon Ravana .","Trong thần thoại Hindu, Jatayyu là một vị thần kền kền, và ông đã liều mạng mình để cứu nữ thần Sita khỏi con quỷ 10 đầu Ravana.","Trong thần thoại Hindu , Jatayu là thần kền kền , Ông đã mạo hiểm mạng sống để cứu nữ thần Sita từ tay quỷ 10 đầu Ravana ."
"In Tibetan culture , they are performing very important sky burials . In places like Tibet , there are no places to bury the dead , or wood to cremate them , so these vultures provide a natural disposal system .","Trong nền văn hoá Tây Tạng, họ đang thực hiện việc chôn cất trên trời rất quan trọng. Ở những nơi như Tây Tạng, không có nơi chôn cất người chết, hay rừng để làm chết họ, vì vậy những con kền kền này","Trong nền văn hoá Tibet , họ thực hiện thiên táng rất quan trọng . Tại những nơi như ở Tibet , chẳng có chỗ để chôn người chết , hoặc chẳng có củi để thiêu họ , vậy nên những con kền kền cung cấp một hệ thống sử lí chất thải tự nhiên ."
So what is the problem with vultures ?,Vậy thì vấn đề của kền kền là gì?,Vậy chú kền kền đang bị sao ?
"We have eight species of vultures that occur in Kenya , of which six are highly threatened with extinction .","Chúng ta có 8 loài kền kền xảy ra ở Kenya, trong số đó có 6 loài bị đe doạ tuyệt chủng cao.","Chúng ta có 8 loài kền kền xuất hiện tại Kenya , trong đó có 6 loài bị đe doạ với nguy cơ tuyệt chủng cao ."
"The reason is that they 're getting poisoned , and the reason that they 're getting poisoned is because there 's human-wildlife conflicts . The pastoral communities are using this poison to target predators , and in return , the vultures are falling victim to this .","Lý do là họ đang bị nhiễm độc, và lý do họ bị nhiễm độc là bởi vì có những xung đột trong cuộc sống hoang dã của con người. Cộng đồng các linh mục đang sử dụng chất độc này để nhắm đến kẻ thù,","Lí do là chúng đang bị đầu độc , chúng bị đầu độc vì có những sự tranh giành giữa con người-và thế giới hoang dã . Những cộng đồng mục đồng đang sử dụng chất độc này để nhằm vào các con vật săn mồi nhưng thay vì vậy , những con kền kền lại là nạn nhân cho này ."
"In South Asia , in countries like India and Pakistan , four species of vultures are listed as critically endangered , which means they have less than 10 or 15 years to go extinct , and the reason is because they are falling prey by consuming livestock that has been treated with a painkilling drug like Diclofenac .","Ở Nam Á, ở những nước như Ấn Độ và Pakistan, bốn loài kền kền được liệt kê là có nguy cơ tuyệt chủng, có nghĩa là chúng có ít hơn 10 đến 15 năm bị tuyệt chủng, và lý do là vì chúng đang","Tại Nam Á , những nước như Ấn Độ và Pakistan , 4 loài kền kền được ghi danh trong danh sách những có nguy cơ cực cao điều này có nghĩa là chúng chỉ còn ít hơn 10 hoặc 15 năm để chạm đến mức tuyệt chủng và lí do đó là bởi vì chúng bị biến thành con mồi vì ăn phải gia súc đã được chữa trị bằng thuốc giảm đau như Diclofenac ."
"This drug has now been banned for veterinary use in India , and they have taken a stand .","Loại thuốc này đã bị cấm sử dụng cựu chiến binh ở Ấn Độ, và họ đã lên tiếng.",Thuốc này đã bị cấm sử dụng trong ngành thú y tại Ấn Độ Chúng đã minh chứng rằng
"Because there are no vultures , there 's been a spread in the numbers of feral dogs at carcass dump sites , and when you have feral dogs , you have a huge time bomb of rabies . The number of cases of rabies has increased tremendously in India .","Bởi vì không có những con kền kền, số lượng chó hoang ở bãi rác, và khi bạn có chó hoang, bạn sẽ có một quả bom nổ liên hồi. Số ca tử cung đã tăng lên đáng kể ở Ấn Độ.","Vì không có kền kền nên mới có sự tràn lan về số lượng chó hoang tại những khu vực chứa rác thải xác động vật Khi bạn có chó hoang , bạn có một quả bom hẹn giờ khổng lồ về bệnh dại . Số ca mắc bệnh dại đã tăng rất nhiều tại Ấn Độ ."
Kenya is going to have one of the largest wind farms in Africa : 353 wind turbines are going to be up at Lake Turkana .,Kenya sẽ có một trong những nông trại phong năng lớn nhất ở Châu Phi : 333 tua bin gió sẽ nằm ở hồ Turkana.,Kenya sẽ có một cánh đồng quạt gió lớn nhất tại Châu Phi với 353 động cơ sẽ được lắp tại Lake Turkana
"I am not against wind energy , but we need to work with the governments , because wind turbines do this to birds . They slice them in half .","Tôi không chống lại năng lượng gió, nhưng chúng ta cần làm việc với chính phủ, bởi các tua-bin gió làm điều này với chim. Chúng cắt chúng làm đôi.","Tôi không phản đối năng lượng gió , nhưng chúng ta cần hợp tác với chính phủ , vì động cơ gió khiến những con chim thành thế này . Chúng cắt làm đôi ."
They are bird-blending machines .,Chúng là những cỗ máy cho chim hót.,Chúng là máy nghiền những chú chim .
"In West Africa , there 's a horrific trade of dead vultures to serve the witchcraft and the fetish market .","Ở Tây Phi, có một thương vụ khủng khiếp của những con kền kền đã chết để phục vụ cho những phù thuỷ và thị trường tôn thờ.",Tại Tây Phi có một ngành buôn bán kền kền chết thật kinh khủng để phục vụ cho thị trường ma thuật và bùa ngải .
"So what 's being done ? Well , we 're conducting research on these birds . We 're putting transmitters on them .",Vậy thì chúng tôi đã làm gì? Chúng tôi đang tiến hành nghiên cứu về những con chim này. Chúng tôi đặt máy phát tín hiệu lên chúng.,Vậy chúng tôi đã làm được gì ? Chúng tôi đang tiến hành nghiên cứu về những chú chim này . Chúng tôi đang gắn máy phát tín hiệu vào chúng
"We 're trying to determine their basic ecology , and see where they go .","Chúng tôi đang cố gắng xác định hệ sinh thái cơ bản của chúng, và xem chúng đi đâu.","Chúng tôi đang cố gắng xác định sinh thái học cơ bản của chúng , và theo dấu nơi chúng đến ."
"We can see that they travel different countries , so if you focus on a problem locally , it 's not going to help you .","Chúng ta có thể thấy rằng họ đi đến nhiều quốc gia khác nhau, vì vậy nếu bạn tập trung vào một vấn đề tại địa phương, nó sẽ không giúp bạn.","Chúng ta có thể thấy chúng di chuyển đến rất nhiều quốc gia khác nhau , vậy nên nếu bạn chỉ chú trọng đến những vấn đề trên quy mô khu vực , điều này sẽ chẳng giúp ích gì cho bạn cả ."
We need to work with governments in regional levels .,Chúng ta cần làm việc với chính phủ ở cấp khu vực.,Chúng ta cần hợp tác với chính phủ trên mức độ vùng miền .
We 're working with local communities .,Chúng tôi đang làm việc với các cộng đồng địa phương.,Chúng tôi đang hợp tác với những cộng đồng địa phương
"We 're talking to them about appreciating vultures , about the need from within to appreciate these wonderful creatures and the services that they provide .","Chúng ta đang nói chuyện với họ về những con kền kền, về nhu cầu từ bên trong để đánh giá cao những sinh vật tuyệt vời và những dịch vụ mà chúng cung cấp.",Chúng tôi đang nói với họ về việc quý trọng những con kền kền sự cần thiết nội tại cho việc trân trọng những sinh vật tuyệt vời này và những lợi ích mà chúng mang lại .
"How can you help ? You can become active , make noise . You can write a letter to your government and tell them that we need to focus on these very misunderstood creatures . Volunteer your time to spread the word . Spread the word .","Bạn có thể giúp đỡ như thế nào? Bạn có thể trở nên tích cực, làm ồn. Bạn có thể viết thư cho chính phủ của bạn và nói với họ rằng chúng ta cần tập trung vào những sinh vật bị hiểu lầm này.","Bạn làm thế nào để giúp ? bạn có thể trở thành một người năng động , tạo ra tiếng nói . Bạn có thể viết thư cho chính phủ của mình và nói với họ rằng chúng ta cần chú trọng vào những sinh vật bị hiểu lầm này . Tình nguyện bớt chút thời gian truyền đi thông điệp . Loan truyền thông điệp ."
"When you walk out of this room , you will be informed about vultures , but speak to your families , to your children , to your neighbors about vultures .","Khi bạn bước ra khỏi căn phòng này, bạn sẽ được thông báo về kền kền, nhưng hãy nói với gia đình, con cái bạn, với hàng xóm về kền kền.","Khi bạn bước ra khỏi căn phòng này , bạn sẽ có được thông tin về những chú chim kền kền , nhưng hãy nói cho gia đình của bạn , con cái , hàng xóm về kền kền"
They are very graceful . Charles Darwin said he changed his mind because he watched them fly effortlessly without energy in the skies .,Chúng rất duyên dáng. Charles Darwin nói rằng ông đã thay đổi suy nghĩ của ông bởi vì ông đã chứng kiến chúng bay một cách dễ dàng mà không cần năng lượng trên bầu trời.,Chúng rất duyên dáng . Charles Darwin đã nói Ông đổi ý kiến vì ông đã nhìn thấy chúng bay thư thái như không cần đến chút sức lực trên bầu trời .
"Kenya , this world , will be much poorer without these wonderful species .","Kenya, thế giới này, sẽ nghèo hơn nhiều nếu không có loài tuyệt vời này.","Kenya , thế giới này , sẽ nghèo hơn rất nhiều nếu như không có những loài vật tuyệt vời này ."
Thank you very much .,Cảm ơn các bạn rất nhiều.,Cám ơn rất nhiều .
"When I was 11 , I remember waking up one morning to the sound of joy in my house .","Khi tôi 11 tuổi, tôi nhớ một buổi sáng tôi thức dậy với âm thanh của niềm vui trong nhà mình.","Khi tôi 11 tuổi , Tôi nhớ một buổi sáng tôi thức dậy khi nghe tiếng hân hoan trong căn nhà của tôi ."
"My father was listening to BBC News on his small , gray radio .",Bố tôi đang nghe BBC News trên đài phát thanh xám xịt của ông.,Bố tôi lúc ấy đang nghe tin tức BBC trên chiếc radio màu xám nhỏ của ông ấy
"There was a big smile on his face which was unusual then , because the news mostly depressed him .","Có một nụ cười rất lớn trên khuôn mặt ông ấy vào thời điểm đó là một điều không bình thường, bởi vì tin tức hầu như làm ông ấy chán nản.","Ông ấy nở một nụ cười rất lớn , điều này rất bất thường vì tin tức thường làm ông ấy buồn rầu hơn ."
""" The Taliban are gone ! "" my father shouted .",""" Taliban đi rồi! "" cha tôi hét lên.","Ông ấy la lên : "" Bọn Taliban đã đi rồi ! """
"I didn 't know what it meant , but I could see that my father was very , very happy .","Tôi không biết nó có nghĩa gì, nhưng tôi có thể thấy rằng cha tôi rất, rất hạnh phúc.","Lúc đó tôi không hiểu rõ nhưng tôi có thể thấy rằng bố tôi rất , rất vui mừng"
""" You can go to a real school now , "" he said .",""" Giờ con có thể học ở trường thật rồi, "" ông ấy nói.",""" Bây giờ con có thể thật sự đến trường rồi "" Ông nói ."
A morning that I will never forget .,Một buổi sáng mà tôi sẽ không bao giờ quên.,Một buổi sáng mà tôi không thể nào quên được .
A real school .,Một ngôi trường thực sự.,Một ngôi trường thật sự .
"You see , I was six when the Taliban took over Afghanistan and made it illegal for girls to go to school .","Bạn thấy đấy, khi tôi 6 tuổi, Taliban chiếm lấy Afghanistan và khiến việc các cô gái đi học là phạm pháp.","Bạn biết không , bọn Taliban đến xâm lấn Afghanistan từ khi tôi 6 tuổi và ngăn cấm các cô gái đi học ."
"So for the next five years , I dressed as a boy to escort my older sister , who was no longer allowed to be outside alone , to a secret school .","Vì vậy trong 5 năm tiếp theo, tôi mặc đồ như một cậu bé để hộ tống chị gái tôi, người đã không còn được phép ở ngoài một mình, đến một ngôi trường bí mật.","Trong 5 năm sau đó , tôi đã ăn mặc như 1 thằng con trai để đi cùng với chị tôi tới một trường bí mật vì chị tôi bị cấm ra khỏi nhà môt mình ."
It was the only way we both could be educated .,Đó là cách duy nhất để chúng tôi được giáo dục.,Đó là cách duy nhất để chúng tôi có thể đi học .
"Each day , we took a different route so that no one would suspect where we were going .","Mỗi ngày, chúng tôi đi một con đường khác để không ai nghi ngờ chúng tôi đang đi đâu.","Mỗi ngày , chúng tôi đi con đường khác nhau để không bị ai nghi ngờ về điểm đến của chúng tôi ."
We would cover our books in grocery bags so it would seem we were just out shopping .,Chúng tôi bọc sách trong túi thực phẩm để có vẻ như chúng tôi chỉ đi mua sắm.,Chúng tôi giấu sách vở trong giỏ đi chợ như thế mọi người sẽ nghĩ chúng tôi chỉ đi mua sắm .
"The school was in a house , more than 100 of us packed in one small living room .","Ngôi trường ở trong một ngôi nhà, hơn 100 người chúng tôi chật cứng trong một phòng khách nhỏ.","Cái trường ấy trong một căn nhà , hơn 100 đứa chúng tôi chen lấn trong một phòng khách nhỏ hẹp ."
It was cozy in winter but extremely hot in summer .,Nó ấm áp vào mùa đông nhưng mùa hè thì cực kỳ nóng.,Khá là ấm áp trong mùa đông nhưng mùa hè thì cực kì nóng .
"We all knew we were risking our lives -- the teacher , the students and our parents .","Chúng ta đều biết chúng ta đang mạo hiểm mạng sống của mình -- giáo viên, sinh viên và bố mẹ chúng ta.","Tất cả chúng tôi đều biết đang mạo hiểm tính mạng của chính mình thầy cô , học sinh và cha mẹ chúng tôi ."
"From time to time , the school would suddenly be canceled for a week because Taliban were suspicious .","Thỉnh thoảng, trường học đột nhiên bị huỷ bỏ trong một tuần bởi vì Taliban đã nghi ngờ.","Có một vài lần , ngôi trường đột nhiên đóng cửa khoảng một tuần vì lũ Taliban nghi ngờ ."
We always wondered what they knew about us .,Chúng tôi luôn tự hỏi họ biết gì về chúng tôi.,Chúng tôi luôn tự hỏi họ biết gì về chúng tôi .
Were we being followed ?,Chúng ta có bị theo dõi không?,Chúng tôi có bị theo dõi không ?
Do they know where we live ?,Họ có biết nơi chúng ta sống không?,Họ có biết chỗ chúng tôi ở không ?
"We were scared , but still , school was where we wanted to be .","Chúng tôi đã rất sợ hãi, nhưng vẫn còn, trường học là nơi chúng tôi muốn đến.","Chúng tôi đã rất sợ , nhưng dù vậy , chúng tôi vẫn muốn tới trường ."
I was very lucky to grow up in a family where education was prized and daughters were treasured .,Tôi đã rất may mắn được lớn lên trong một gia đình mà giáo dục được đánh giá cao và các cô con gái trở nên sâu sắc.,Tôi rất may mắn được nuôi dạy trong một gia đình rất trân trọng việc học và con gái được quý trọng .
My grandfather was an extraordinary man for his time .,Ông tôi là một người đàn ông phi thường trong thời gian đó.,Ông ngoại của tôi là một người thật đáng khâm phục vào thời ấy
"A total maverick from a remote province of Afghanistan , he insisted that his daughter , my mom , go to school , and for that he was disowned by his father .","Một người hoàn toàn khó chịu từ một tỉnh hẻo lánh ở Afghanistan, anh ta khăng khăng rằng con gái của anh, mẹ tôi, sẽ đi học, và vì vậy, anh ta bị cha mình cưỡng lại.","Một người hoàn toàn bị ruồng bỏ từ một tỉnh xa ở Afghanistan , ông nài nỉ để con gái ông , mẹ của tôi được đến trường , và vì vậy nên ông bị cha của ông ấy từ bỏ ."
But my educated mother became a teacher .,Nhưng người mẹ được giáo dục của tôi trở thành một giáo viên.,Nhưng người mẹ có giáo dục của tôi trở thành giáo viên .
There she is .,Cô ấy đây rồi.,Bà ấy đây .
"She retired two years ago , only to turn our house into a school for girls and women in our neighborhood .","Bà nghỉ hưu hai năm trước, chỉ để biến căn nhà của chúng tôi thành một ngôi trường cho những cô gái và phụ nữ trong khu phố của chúng tôi.",Bà nghỉ hưu 2 năm về trước để dùng nhà của chúng tôi để mở trường cho bé gái và phụ nữ trong hàng xóm .
And my father -- that 's him -- he was the first ever in his family to receive an education .,Và bố tôi -- ông là người đầu tiên trong gia đình nhận được học vấn.,Và đây là bố của tôi ông là người đầu tiên trong gia đình của ông ấy được giáo dục .
"There was no question that his children would receive an education , including his daughters , despite the Taliban , despite the risks .","Không còn nghi ngờ gì nữa rằng con cái ông sẽ nhận được một nền giáo dục, bao gồm cả con gái ông, bất chấp Taliban, bất chấp những rủi ro.","Không nghi ngờ rằng con cái của ông ấy sẽ được giáo dục , bao gồm con gái của ông , bất chấp Taliban , và bất chấp những hiểm nguy ."
"To him , there was greater risk in not educating his children .","Đối với ông, rủi ro lớn hơn là không dạy dỗ con cái.","Đối với ông , con cái không được học là mối nguy hiểm lớn hơn cả ."
"During Taliban years , I remember there were times I would get so frustrated by our life and always being scared and not seeing a future .","Trong những năm Taliban, tôi nhớ có những lúc tôi cảm thấy nản lòng bởi cuộc sống của mình và luôn sợ hãi và không nhìn thấy tương lai.","Trong những năm Taliban , tôi nhớ rằng có những lúc tôi rất tức giận về cuộc sống của chúng tôi và luôn sợ hãi và không thấy được tương lai ."
"I would want to quit , but my father , he would say , "" Listen , my daughter , you can lose everything you own in your life .","Tôi muốn từ bỏ, nhưng bố tôi, ông sẽ nói, "" Nghe này, con gái ta, con có thể mất tất cả những gì con sở hữu trong đời.","Tôi rất muốn từ bỏ chuyện học , nhưng bố tôi , ông sẽ nói rằng , "" Nghe này con gái , con có thể mất hết mọi thứ con có trên cuộc đời này"
Your money can be stolen . You can be forced to leave your home during a war .,Tiền của bạn có thể bị lấy cắp. Bạn có thể bị buộc phải rời khỏi nhà trong chiến tranh.,Tiền của con có thể bị cướp mất . Con có thể bị buộc phải rời khỏi nhà trong thời gian chiến tranh .
"But the one thing that will always remain with you is what is here , and if we have to sell our blood to pay your school fees , we will .","Nhưng một điều luôn tồn tại bên cạnh các bạn là những gì ở đây, và nếu chúng tôi phải bán máu để trả học phí, chúng tôi sẽ trả.","Nhưng một thứ sẽ mãi mãi tồn tại với con là thứ trong đây , và nếu chúng ta bị bắt buộc phải bán máu để trả tiền học phì , chúng ta sẽ làm thế ."
"So do you still not want to continue ? ""","Vậy anh vẫn không muốn tiếp tục sao? """,Vậy thì con còn muốn tiếp tục nữa không ?
Today I am 22 .,Hôm nay tôi 22 tuổi.,Hôm nay tôi 22 tuổi .
I was raised in a country that has been destroyed by decades of war .,Tôi lớn lên ở một đất nước đã bị tàn phá bởi chiến tranh hàng thập kỷ.,Tôi đã được lớn lên ở một quốc gia đã bị tiêu huỷ bởi bao thập niên chiến tranh .
"Fewer than six percent of women my age have made it beyond high school , and had my family not been so committed to my education , I would be one of them .","Chỉ ít hơn 6 % phụ nữ ở độ tuổi của tôi vượt qua được cấp 3, và nếu gia đình tôi không quá tận tâm với việc học hành của tôi, tôi sẽ là một trong số họ.","Ít hơn 6 % phụ nữ tuổi tôi được học sau trung học phổ thông , và nếu gia đình tôi không cam kết về việc học của tôi , tôi cũng trở thành một trong số họ ."
"Instead , I stand here a proud graduate of Middlebury College .","Thay vào đó, tôi đứng đây và tự hào tốt nghiệp trường Đại học Middlebury.","Nhưng mà , tôi hãnh diện đứng đây là một sinh viên tốt nghiệp trường Cao Đẳng Middlebury ."
"When I returned to Afghanistan , my grandfather , the one exiled from his home for daring to educate his daughters , was among the first to congratulate me .","Khi tôi trở về Afghanistan, ông nội tôi, người bị trục xuất khỏi nhà vì dám dạy dỗ các con gái của mình, là một trong những người đầu tiên chúc mừng tôi.","Khi tôi trở về Afghanistan , ông ngoại tôi , người bị ruồng bỏ bởi gia đình vì ông dám cho con gái của ông đi học , là một trong những người đầu tiên chúc mừng tôi ."
"He not only brags about my college degree , but also that I was the first woman , and that I am the first woman to drive him through the streets of Kabul .","Anh ấy không chỉ khoe khoang về bằng đại học của tôi, mà còn nói rằng tôi là người phụ nữ đầu tiên, và rằng tôi là người phụ nữ đầu tiên đưa anh ấy ra khỏi những con đường ở Kabul.","Ông ấy không những khoe về bằng cao đẳng của tôi , mà còn về tôi là người phụ nữ đầu tiên , và tôi là người phụ nữ đầu tiên có thể chở ông ấy trên những con đường ở Kabul ."
My family believes in me .,Gia đình tôi tin tưởng tôi.,Gia đình tôi tin tưởng tôi .
"I dream big , but my family dreams even bigger for me .","Tôi mơ lớn lao, nhưng gia đình tôi thậm chí còn mơ lớn hơn.","Tôi mơ ước lớn , nhưng gia đình tôi mong ước cho tôi còn lớn hơn ."
"That 's why I am a global ambassador for 10x10 , a global campaign to educate women .","Đó là lý do tại sao tôi là đại sứ toàn cầu của 10x10, một chiến dịch toàn cầu để giáo dục phụ nữ.","Vì thế tôi là đại sứ toàn cầu cho 10x10 , đây là cuộc vận động toàn cầu để giáo dục phụ nữ ."
"That 's why I cofounded SOLA , the first and perhaps only boarding school for girls in Afghanistan , a country where it 's still risky for girls to go to school .","Đó là lý do tại sao tôi đồng sáng lập SOLA, trường nội trú đầu tiên và có lẽ duy nhất cho các em gái ở Afghanistan, một đất nước mà vẫn còn mạo hiểm cho các em gái đi học.","Vì vậy tôi giúp thành lập SOLA , ngôi trường đầu tiên và hẳn là duy nhất cho con gái ở Afghanistan , một đất nước mà vẫn còn nguy hiểm cho các cô gái đến trường học"
The exciting thing is that I see students at my school with ambition grabbing at opportunity .,Điều thú vị là tôi thấy các sinh viên ở trường với tham vọng nắm lấy cơ hội.,Tôi rất phấn khởi khi thấy học sinh đến trường của tôi với kì vọng để nắm lấy cơ hội này .
"And I see their parents and their fathers who , like my own , advocate for them , despite and even in the face of daunting opposition .","Và tôi thấy bố mẹ họ và cha họ những người, giống như tôi, ủng hộ họ, bất chấp và thậm chí phải đối mặt với sự phản đối nản lòng.","Và tôi thấy cha mẹ họ và bố họ như cha của tôi , ủng hộ họ , bất chấp và ngay cả khi đang gặp nhiều đối lập khó khăn ."
"Like Ahmed . That 's not his real name , and I cannot show you his face , but Ahmed is the father of one of my students .","Như Ahmed. Đó không phải tên thật của ông ấy, và tôi không thể cho bạn thấy khuôn mặt của ông ấy, nhưng Ahmed là cha đẻ của một trong những sinh viên của tôi.","Như Ahmed . Đó không phải là tên thật của ông ấy , và tôi không thể lộ mặt của ông ấy được , nhưng Ahmed là cha của một học sinh của tôi ."
"Less than a month ago , he and his daughter were on their way from SOLA to their village , and they literally missed being killed by a roadside bomb by minutes .","Chưa đầy một tháng trước, anh ấy và con gái đang trên đường từ SOLA đến làng của họ, và họ thực sự nhớ tiếc rằng mình đã bị đánh bom bên đường từng phút một.","Ít hơn một tháng rồi , ông và con gái ông đang trên đường tới SOLA từ làng của họ , và họ thật sự chỉ xém bị giết chết vì một quả bom bên đường chỉ trong vài phút ."
"As he arrived home , the phone rang , a voice warning him that if he sent his daughter back to school , they would try again .","Khi ông trở về nhà, điện thoại reo, một giọng nói cảnh báo ông rằng nếu ông gửi con gái về trường, họ sẽ cố gắng trở lại.","Khi ông vừa về tới nhà , điện thoại reng , một giọng nói đe doạ ông nếu ông tiếp tục đưa con gái ông tới trường , họ sẽ thử lần nữa ."
""" Kill me now , if you wish , "" he said , "" but I will not ruin my daughter 's future because of your old and backward ideas . """,""" Giết tôi đi, nếu ông muốn, "" ông nói, "" nhưng tôi sẽ không huỷ hoại tương lai của con gái tôi vì những ý tưởng cũ và lạc hậu của ông. ""","Ông ấy trả lời : "" Nếu ngươi muốn thì giết tôi đi , nhưng tôi sẽ không huỷ hoại tương lai của con gái tôi vì những tư tưởng lạc hậu và ngược đời của các người """
