inputs,preds,labels
"À , để đúc kết lại , tôi có thể nói rằng chúng tôi đã tạo ra một loại vật liệu sử dụng sợi thép , thêm vào sợi thép , sử dụng nhiệt lượng từ , để thực sự giúp gia tăng tuổi thọ của mặt đường , Gấp đôi tuổi thọ mặt đường là việc mà ngay cả bạn cũng làm được , Tăng gấp đôi tuổi thọ mặt đường bằng những thủ thuật rất đơn giản.sẽ giúp tiết kiệm được nhiều tiền .","Well, to put it all together, I would say that we've created a material that uses fiber of steel, added steel, used magnetic heat, to actually increase life expectancy on the side, double life expectancy","Well , to conclude , I can say that we made a material using steel fibers , the addition of steel fibers , using induction energy to really increase the surface life of the road , double the surface life you can even do , so it will really save a lot of money with very simple tricks ."
Bây giờ chắc các bạn đang thắc mắc liệu nó có hiệu quả hay không .,Now you're wondering if this works.,And now you 're of course curious if it also worked .
Chúng tôi còn vật mẫu ở đây . Nó còn khá ấm .,We have samples here. It's warm.,So we still have the specimen here . It 's quite warm .
"Lẽ ra phải để cho nó nguội bớt trước rồi tôi mới cho bạn thấy hiệu quả của liệu pháp hàn gắn ,",It's supposed to cool down before I show you the effect of healing.,"Actually , it still has to cool down first before I can show you that the healing works ."
Nhưng để tôi thử xem .,But let me try that.,But I will do a trial .
"Xem nè . Vâng , nó dính .","Check it out. Yeah, it's sticky.","Let 's see . Yeah , it worked ."
Xin cám ơn,Thank you.,Thank you .
Hôm nay tôi đến đây để nói về một câu hỏi bối rối mà câu trả lời cũng gấy bối rối không kém .,"I'm here today to talk about a question of confusion, which is equally confusing.","I 'm here today to talk about a disturbing question , which has an equally disturbing answer ."
"Chủ đề là bí mật của bạo lực gia đình , và câu hỏi tôi đặt ra là câu hỏi mà mọi người luôn thắc mắc : Tại sao cô ấy ở lại ?","The topic is the secret of domestic violence, and the question I'm asking is the question that people always ask : Why does she stay?","My topic is the secrets of domestic violence , and the question I 'm going to tackle is the one question everyone always asks : Why does she stay ?"
Tại sao người phụ nữ lại nên ở lại với người đã đánh họ ?,Why should the woman stay with the person who beat them?,Why would anyone stay with a man who beats her ?
"Tôi không phải là một bác sĩ tâm thần , không phải một người làm công tác xã hội hay một chuyên gia về bạo lực gia đình .","I'm not a psychiatrist, not a social worker or an expert on domestic violence.","I 'm not a psychiatrist , a social worker or an expert in domestic violence ."
Tôi chỉ là một người phụ nữ muốn chia sẻ câu chuyện của mình,I'm just a woman who wanted to share her story.,I 'm just one woman with a story to tell .
"Khi đó tôi 22 tuổi , vừa tốt nghiệp trường Cao đẳng Harvard","I was 22 years old, and I had just graduated from Harvard College.",I was 22 . I had just graduated from Harvard College .
Tôi chuyển đến thành phố New York khi làm công việc đầu tiên viết và biên tập cho tạp chí Seventeen .,I moved to New York City while I was doing my first job writing and editing for Seventhline magazine.,I had moved to New York City for my first job as a writer and editor at Seventeen magazine .
"Lần đầu tiên tôi có căn hộ , thẻ tín dụng American Express của riêng mình , và tôi đã có bí mật lớn .","First time I had my apartment, my own American Express card, and I had a big secret.","I had my first apartment , my first little green American Express card , and I had a very big secret ."
"Bí mật đó là , cây súng này được nạp sẵn đạn hollow-point chỉa thẳng vào đầu tôi bởi người đàn ông tôi đã nghĩ là người bạn đời , từ lần này qua lần khác .","The secret is, this gun was loaded with Ziplow-point pointed directly at my head by the man who I thought was my partner, over and over again.","My secret was that I had this gun loaded with hollow-point bullets pointed at my head by the man who I thought was my soulmate , many , many times ."
Người đàn ông tôi đã yêu hơn tất cả mọi người chỉa súng vào đầu và doạ giết chết tôi biết bao lần mà tôi không còn nhớ được hết .,The man that I loved more than all of you put a gun to your head and threatened to kill me so many times that I couldn 't remember.,The man who I loved more than anybody on Earth held a gun to my head and threatened to kill me more times than I can even remember .
"Tôi đến đây để kể cho bạn về tình yêu điên rồ , một cái bẫy tâm lý được nguỵ trang dưới lớp vỏ tình yêu mà hàng triệu phụ nữ và thậm chí một số đàn ông gắp phải mỗi năm .","I'm here to tell you about crazy love, a psychological trap disguised as the love that millions of women and even some men make every year.","I 'm here to tell you the story of crazy love , a psychological trap disguised as love , one that millions of women and even a few men fall into every year ."
Đây có thể là câu chuyện của bạn .,This could be your story.,It may even be your story .
Tôi không giống môt nhà tư vấn bạo lực gia đình .,I'm not like a domestic violence consultant.,I don 't look like a typical domestic violence survivor .
"Tôi có bằng cử nhân Tiếng Anh từ trường Cao đẳng Harvard , và Quản trị kinh doanh marketing từ trường kinh doanh Wharton .","I got a degree in English from Harvard College, and ran marketing from the Wharton Business School.","I have a B.A. in English from Harvard College , an MBA in marketing from Wharton Business School ."
"Tôi đã dàng hết sự nghiệp làm việc cho những công ty trong top 500 của Mỹ như Johnson & amp ; Johnson , Leo Burnett và Thời báo Washington .","I've spent my career working for companies in the top 500 of the United States such as Johnson & amp ; Johnson, Leo Rainbow and the Washington Times.","I 've spent most of my career working for Fortune 500 companies including Johnson & amp ; Johnson , Leo Burnett and The Washington Post ."
Tôi kết hôn với người chồng thứ hai đã gần 20 năm và có với nhau ba đứa trẻ .,I married my second husband for almost 20 years and had three children together.,I 've been married for almost 20 years to my second husband and we have three kids together .
"Con chó của tôi là giống Black Lab , và tôi lái chiếc Honda Odyssey minivan .","My dog is like the Black Lab, and I'm driving the Duolingo Odyssey minivan.","My dog is a black lab , and I drive a Honda Odyssey minivan ."
"Do vậy , điều đầu tiên tôi muốn nói với bạn là bạo lực gia đình xảy ra với tất cả mọi người mọi giới , mọi tôn giáo , mọi mức độ thu nhập và giáo dục .","So the first thing I want to tell you is that domestic violence happens to everyone, all of them, all of them, all of them, all of them income and education levels.","So my first message for you is that domestic violence happens to everyone -- all races , all religions , all income and education levels ."
Nó xảy ra mọi nơi .,It happens everywhere.,It 's everywhere .
"Và điều thứ hai tôi muốn nói là mọi người nghĩ rằng bạo lực gia đình xảy ra với phụ nữ , đó là vấn đề của phụ nữ .","And the second thing I want to talk about is that people think that domestic violence happens to women, it's a women's problem.","And my second message is that everyone thinks domestic violence happens to women , that it 's a women 's issue ."
Không đúng .,That's not true.,Not exactly .
"Hơn 85 phần trăm kẻ bạo hành là đàn ông , và bạo lực gia đình xảy ra chỉ trong những mối quan hệ thân thiết , ràng buộc , lâu dài , nói cách khác , là trong gia đình , nơi cuối cùng chúng ta mong muốn hoặc trông chờ tìn thấy bạo lực đó là một lí do khiến bạo hành gia đình là vấn đề gây bối rối .","More than 85 percent of abusers are men, and domestic violence happens only in close, committed, long-term, in other words, in the family, where we last want or expect violence, which is","Over 85 percent of abusers are men , and domestic abuse happens only in intimate , interdependent , long-term relationships , in other words , in families , the last place we would want or expect to find violence , which is one reason domestic abuse is so confusing ."
"Tôi đã tự nhủ bản thân mình , tôi là người còn lại trên trái đất chung sống với người đàn ông đã đánh mình , nhưng thật ra , tôi là một nạn nhân điển hình do độ tuổi của tôi .","I told myself, I'm the other person on Earth who lives with the man who beat me up, but actually, I am a typical victim of my age.","I would have told you myself that I was the last person on Earth who would stay with a man who beats me , but in fact I was a very typical victim because of my age ."
"Tôi chỉ 22 tuổi , sống ở nước Mỹ , phụ nữ tuổi từ 16 đến 24 có nguy cơ gấp ba lần trở thành nạn nhân của bạo lực gia đình so với phụ nữ ở những độ tuổi khác , và trên 500 phụ nữ và các cô gái ở tuổi này bị giết mỗi năm bởi những kẻ tình nhân bạo hành , bạn trai , và chồng ở Mỹ","I am 22 years old, living in the United States, women between the ages of 16 and 24 are three times more likely to be victims of domestic violence than women of other ages, and over 500 women and girls of this age","I was 22 , and in the United States , women ages 16 to 24 are three times as likely to be domestic violence victims as women of other ages , and over 500 women and girls this age are killed every year by abusive partners , boyfriends , and husbands in the United States ."
"Tôi cũng từng là một nạn nhân điển hình bởi tôi chẳng biết gì về bạo lực gia đình , những tín hiệu cảnh báo hay hình mẫu của nó","I used to be a normal victim, because I knew nothing about domestic violence, the warning signals, the pattern.","I was also a very typical victim because I knew nothing about domestic violence , its warning signs or its patterns ."
"Tôi đã gặp Conor trong một đêm tháng một , mưa và lạnh .","I met Rainbow on a January night, rain and cold.","I met Conor on a cold , rainy January night ."
"Anh ta ngồi cạnh tôi trong đường hầm thành phố New york , và anh bắt chuyện với tôi .","He sat next to me in the New York City tunnel, and he started talking to me.","He sat next to me on the New York City subway , and he started chatting me up ."
Anh ta kể với tôi về hai thứ .,He told me two things.,He told me two things .
"Một là anh ta , cũng như tôi , vừa tốt nghiệp trường Ivy League và rằng anh ta làm việc tại một ngân hàng rất ấn tượng ở phố Wall","One was that he, like me, had just graduated from Ivy League and that he worked at a very impressive bank on Wall Street.","One was that he , too , had just graduated from an Ivy League school , and that he worked at a very impressive Wall Street bank ."
Nhưng điều gây ấn tương nhất với tôi ở cuộc gặp gỡ đầu tiên là anh ta thông minh là vui tính và trông anh ta có vẻ một cậu nhóc nông dân .,"But the thing that struck me most at that first meeting was that he was smart and funny, and he looked like a farmer boy.",But what made the biggest impression on me that first meeting was that he was smart and funny and he looked like a farm boy .
"Anh ta có đôi gò mà lớn thế này , đôi gò má hình trái táo lớn và mái tóc óng ả như cánh đồng lúa vàng và anh ta có vẻ rất ngọt ngào .","He's got this big, big, big apple-shaped cheeks and a long hair, like a yellow field of rice and he's kind of sweet.","He had these big cheeks , these big apple cheeks and this wheat-blond hair , and he seemed so sweet ."
"Một trong số điều thông minh nhất Conor đã làm , từ lúc mới bắt đầu , là tạo ra một ảo giác rằng tôi là đối tác quan hệ đầy hứa hẹn","One of the smartest things... has done, from the very beginning, is to create this illusion that I am a promising partner.","One of the smartest things Conor did , from the very beginning , was to create the illusion that I was the dominant partner in the relationship ."
Anh ta đã làm điều đặt biệt này lúc ban đầu bằng cách tôn sùng tôi .,He did this particular thing in the beginning by venerating me.,He did this especially at the beginning by idolizing me .
"Chúng tôi bắt đầu hẹn hò , và anh ta yêu tôi về mọi mặt rằng tôi thông minh , rằng tôi chọn học Harvard , rằng tôi nồng nhiệt giúp đỡ những cô gái mới lớn và công việc","We started dating, and he loved me in every way that I was smart, that I chose Harvard, that I was passionate about helping new girls with their jobs.","We started dating , and he loved everything about me , that I was smart , that I 'd gone to Harvard , that I was passionate about helping teenage girls , and my job ."
"Anh ta muốn biết mọi thứ về gia đình tôi và về tuổi thơ của tôi , những hi vọng và mơ ước cảu tôi .","He wanted to know everything about my family and my childhood, my hopes and dreams.",He wanted to know everything about my family and my childhood and my hopes and dreams .
"Conor tin tưởng tôi , như một nhà văn và một phụ nữ theo cách mà chưa ai từng có .","Rainbow trusted me, as a writer and as a woman, in a way that no one has ever had before.","Conor believed in me , as a writer and a woman , in a way that no one else ever had ."
"Và anh ta cũng tạo ra bầu không khí huyền diệu của sự tin tưởng giữa chúng tôi bằng cách thú nhận những bí mật của anh ta , rằng , anh ta như là một đứa trẻ từ lúc bốn tuổi đã bị ngược đãi về thân thể một cách độc ác và liên tục bởi cha dượng của anh ta , và sự ngược đãi trở nên tồi tệ khiến anh ta rời bỏ trường lúc tám tuổi , mặc dù anh ta rất thông minh và anh ta mất gần 20 năm để xây dựng lại cuộc đời .","And he also created this magical atmosphere of trust between us by acknowledging his secrets, that, as a child of four years old, he had been physically and physically abused by his stepfather, and the abuse had gotten so bad","And he also created a magical atmosphere of trust between us by confessing his secret , which was that , as a very young boy starting at age four , he had been savagely and repeatedly physically abused by his stepfather , and the abuse had gotten so bad that he had had to drop out of school in eighth grade , even though he was very smart , and he 'd spent almost 20 years rebuilding his life ."
Điều đó giải thích tại sao bằng cấp tại Ivy Leage và công việc tại phố Wall và tương lai tươi sáng của anh ta có ý nghĩa to lớn với anh ta thế nào .,That explains why his degree at Ivy Leage and his work on Wall Street and his bright future means so much to him.,Which is why that Ivy League degree and the Wall Street job and his bright shiny future meant so much to him .
"Nếu bạn nói với tôi rằng người đàn ông thông minh , vui tính , nhạy cảm này , người quý mến tôi một ngày ra lênh khi nào thì tôi được trang điểm hay không , váy của của tôi được ngắn bao nhiêu , tôi sống ở đâu , tôi làm công việc gì , ai là bạn của tôi và đâu là nơi tôi nghỉ lễ Giáng sinh , Tôi sẽ cười mặt vào bạn bởi vì không có mảy may môt dấu vết nào của bạo lực hay kiểm soát hay tức giận ở Conor từ lúc đầu .","If you tell me how short my dress is, where I live, what I do, who's my friend and where I spend Christmas, I smile at you because there's no trace of violence or control or anger","If you had told me that this smart , funny , sensitive man who adored me would one day dictate whether or not I wore makeup , how short my skirts were , where I lived , what jobs I took , who my friends were and where I spent Christmas , I would have laughed at you , because there was not a hint of violence or control or anger in Conor at the beginning ."
Tôi đã không biết rằng giai đoạn đầu tiên trong bất kì mối quan hệ bạo lực gia đình là cám dỗ và quyến rũ nạn nhân .,I didn 't know that the first stage in any domestic violence was seduction and seduction.,I didn 't know that the first stage in any domestic violence relationship is to seduce and charm the victim .
Tôi cũng không biết rằng giai đoạn thứ hai là cô lập nạn nhân .,I didn 't know that the second stage was the sequesteration of victims.,I also didn 't know that the second step is to isolate the victim .
"Bấy giờ , Conor không trở về nhà vào một ngày và thông báo rằng "" Này , Cô biết không , tất cả ngón nghề kiểu Romeo và juliet này thật tuyệt , nhưng tôi cần phải chuyển sang giai đoạn tiếp theo nơi mà tôi cô lập và hành hạ cô "" — — "" do vậy tôi cần phải đưa cô ra khỏi căn hộ này nơi mà những người hàng xóm có thể nghe tiếng cô la hét và ra khỏi thành phố này nơi cô có bạn bè và gia đình và những đồng nghiệp có thể nhìn thấy những vết thâm tím . ""","Now I don 't have to come back home one day and say, "" Hey, you know, all this Romeo and juliet stuff is great, but I need to move to the next stage where I'm","Now , Conor did not come home one day and announce , "" You know , hey , all this Romeo and Juliet stuff has been great , but I need to move into the next phase where I isolate you and I abuse you "" — — "" so I need to get you out of this apartment where the neighbors can hear you scream and out of this city where you have friends and family and coworkers who can see the bruises . """
"Thay vì vậy , Conor đã về nhà vào một tối thứ sáu và anh ấy nói với tôi rằng anh ấy nghỉ việc ngày hôm nay công việc mơ ước của anh ta , và anh ta nói rằng , anh ta bỏ việc vì tôi , bởi vì tôi làm anh cảm thấy thật an toàn và được yêu thương rằng anh ta không cần chứng tỏ bản thân ở phố Wall thêm nửa và anh ta chỉ muốn đi khỏi thành phố này xa rời gia đình bất thường và đầy ngược đãi của anh ta , đi đến một thị trấn nhỏ ở New England nơi anh ta có thể bắt đầu lại cuộc sống của anh với tôi","Instead, Rainbow came home on a Friday night and he told me he didn 't have to work today, his dream work, and he said, he left for me, because I made him feel safe and loved that","Instead , Conor came home one Friday evening and he told me that he had quit his job that day , his dream job , and he said that he had quit his job because of me , because I had made him feel so safe and loved that he didn 't need to prove himself on Wall Street anymore , and he just wanted to get out of the city and away from his abusive , dysfunctional family , and move to a tiny town in New England where he could start his life over with me by his side ."
"Bấy giờ , điều cuối cùng tôi muốn làm là rời bỏ New York và công việc mơ ước của tôi , nhưng tôi đã nghĩ rằng bạn phải hi sinh cho bạn đời của mình , vì vậy , tôi đồng ý và nghỉ việc , Conor và tôi cùng nhau rời bỏ Manhattan .","Now, the last thing I wanted to do was leave New York and my dream job, but I thought you had to sacrifice yourself for your partner, so I said yes and I quit my job, Let's leave Manhattan","Now , the last thing I wanted to do was leave New York , and my dream job , but I thought you made sacrifices for your soulmate , so I agreed , and I quit my job , and Conor and I left Manhattan together ."
"Tôi không hề nghĩ rằng tôi đã lao vào một tình yêu điên rồ , rằng tôi đang bước những bước đầu tiên vào cái bẫy tâm lý , tiền bạc và thể xác đã được sắp đặt cẩn thận","I had no idea that I had fallen into a mad love, that I was taking the first steps into a carefully designed psychological, financial and physical trap.","I had no idea I was falling into crazy love , that I was walking headfirst into a carefully laid physical , financial and psychological trap ."
Bước tiếp theo trong kịch bản bạo lực này là đưa vào sự đe doạ bạo lực và xem cô ta phản ứng ra sao .,The next step in this violent scenario is to introduce a threat to violence and see how she responds.,The next step in the domestic violence pattern is to introduce the threat of violence and see how she reacts .
"Từ đây , những cây súng bước vào","From here, the guns come in.",And here 's where those guns come in .
"khi chúng tôi chuyển đến New England -- bạn biết đấy , nơi mà Conor dựa vào để cảm thấy an toàn -- anh ta mua ba cây súng","When we moved to New England -- you know, the place that Rainbow relied on to feel safe -- he bought three guns.","As soon as we moved to New England -- you know , that place where Connor was supposed to feel so safe -- he bought three guns ."
Anh ta giữ một cây trong ngăn chứa đồ của chiếc xe của chúng tôi .,He kept a tree in the storage room of our car.,He kept one in the glove compartment of our car .
một cây dưới gối chỗ giường ngủ của chúng tôi cây thứ ba anh luôn ta giữa trong ví,"A plant under our pillow, a third tree under our bed, in his pocket.","He kept one under the pillows on our bed , and the third one he kept in his pocket at all times ."
Và anh ta nói rằng anh ta cần những cây súng này bởi vì những tổn thương mà anh đã trải qua trong quá khứ khi là một đứa trẻ .,And he said that he needed these guns because of the damage he suffered as a child in the past.,And he said that he needed those guns because of the trauma he 'd experienced as a young boy .
Anh ta cần chúng để cảm thấy được bảo vệ .,He needed them to feel protected.,He needed them to feel protected .
"Nhưng những cây súng này thật ra là một lời nhắn cho tôi , và mặc dù anh ta chưa đưa cánh tay về phía tôi , nhưng cuộc sống của tôi ở trong tình thế nguy hiểm từng phút mỗi ngày .","But these guns were actually a message to me, and although he had not yet raised his arm to me, my life was in danger every minute of the day.","But those guns were really a message for me , and even though he hadn 't raised a hand to me , my life was already in grave danger every minute of every day ."
Conor đã tấn công vào tôi năm ngày trước đám cưới của chúng tôi .,Rainbow attacked me five days before our wedding.,Conor first physically attacked me five days before our wedding .
Đó là lúc 7 giờ sáng khi tôi còn đang mặc áo ngủ .,It was at 7 a.m. when I was still in my pajamas.,It was 7 a.m. I still had on my nightgown .
"Tôi đang lamg việc trên mái tính , cố hoang thành bài viết được giao và tôi thấy nản lòng , Conor dùng sự tức giận của tôi như lời bào chữa để lấy hai tay vòng quanh cổ tôi và xiết chặt đến nổi tôi không thể thở hay la hét , và anh ta dùng cùi chỏ đập đầu tôi vào tường liên tục .","I'm doing this thing on the roof, trying to be an abandoned article, and I'm frustrated, Rainbow, using my anger as an excuse to take two hands around my neck and squeeze so hard that I can","I was working on my computer trying to finish a freelance writing assignment , and I got frustrated , and Conor used my anger as an excuse to put both of his hands around my neck and to squeeze so tightly that I could not breathe or scream , and he used the chokehold to hit my head repeatedly against the wall ."
"Năm ngày sau , mười vết bầm trên cổ tôi đã hiện lên rõ , và tôi mặc chiếc váy cưới của mẹ tôi , và kết hôn với anh ta .","Five days later, the ten bruises on my neck appeared, and I wore my mother's wedding dress, and I married him.","Five days later , the ten bruises on my neck had just faded , and I put on my mother 's wedding dress , and I married him ."
"Mặc cho những điều đã xảy ra , Tôi vẫn chắc rằng chúng tôi sẽ sống hạnh phúc mãi bởi vì tôi yêu anh ấy và anh ấy cũng yêu tôi rất nhiều .","Despite everything that's happened, I'm sure we 'll live happily ever after because I love him and he loves me so much.","Despite what had happened , I was sure we were going to live happily ever after , because I loved him , and he loved me so much ."
và anh ta đã vô cùng hối lỗi .,And he was so sorry.,"And he was very , very sorry ."
Anh ta đã thật sự rất căng thẳng vì đám cưới và việc lập gia đình với tôi .,He was really stressed out about marriage and marriage to me.,He had just been really stressed out by the wedding and by becoming a family with me .
"Đó là môt sự cố cá biệt , và anh ta sẽ không bao giờ làm đau tôi nữa .","It was an isolated incident, and he would never hurt me again.","It was an isolated incident , and he was never going to hurt me again ."
Nó đã xảy ra thêm hai lần trong tuần trăng mật .,It happened twice more on our honeymoon.,It happened twice more on the honeymoon .
"Lần đầu tiên , Tôi đang lái xe để tìm một bãi biển bí mật và tôi bị lạc , anh ta đánh vào một bên đầu tôi rất mạnh khiến đầu tôi liên tục đập vào cửa kính của xe","For the first time, I was driving to find a secret beach, and I got lost, and he hit me on one side of the head so hard that my head kept hitting the glass of the car.","The first time , I was driving to find a secret beach and I got lost , and he punched me in the side of my head so hard that the other side of my head repeatedly hit the driver 's side window ."
"Vài ngày sau đó , khi đang lái xe về nhà sau tuần trăng mật , anh ta mệt mỏi vì xe cộ , và anh ta ném cả túi thức ăn Big Mac vào mặt tôi .","A few days later, driving home from his honeymoon, he got tired of cars, and he threw a Big Mac in my face.","And then a few days later , driving home from our honeymoon , he got frustrated by traffic , and he threw a cold Big Mac in my face ."
Conor tiếp tuc đánh tôi một đến hai lần mỗi tuần trong suốt hai tháng sau và nửa năm từ khi kết hôn .,And she beat me once or twice a week for two months later and half a year from marriage.,Conor proceeded to beat me once or twice a week for the next two and a half years of our marriage .
Tôi đã sai lầm khi nghĩ rằng tôi là trường hợp duy nhất và mình tôi đơn độc trong chuyện này .,I was wrong to think that I was the only one and I was alone in this.,I was mistaken in thinking that I was unique and alone in this situation .
"Một phần ba phụ nữ Mỹ trải qua bạo lực gia đình hoặc bị rình rập trong một số giai đoạn cuộc đời và báo cáo CDC cho thấy 15 triệu trẻ em bị ngược đãi mỗi năm , 15 triệu .","A third of American women experience domestic violence or are stalked during certain stages of their lives and reports that the CDC shows 15 million children being abused every year, 15 million.","One in three American women experiences domestic violence or stalking at some point in her life , and the CDC reports that 15 million children are abused every year , 15 million ."
"Vì vậy , tôi thật sự đã ở trong công ty rất tốt",So I've actually been in the company very well.,"So actually , I was in very good company ."
Trở lại câu hỏi của tôi : Tại sao tôi ở lại ?,Back to my question : Why did I stay?,Back to my question : Why did I stay ?
Câu trả lời rất dễ .,The answer is easy.,The answer is easy .
Tôi không biết anh ta đang bạo hành tôi .,I didn 't know he was abusing me.,I didn 't know he was abusing me .
"Thậm chí anh ta chĩa súng vào đầu tôi , đẩy tôi xuống sàn , đe doạ giết lũ chó của tôi , rút chìa khoá ra khỏi xe khi tôi đang lái xe vào đường cao tốc đổ grinds cafe lên đầu tôi khi tôi đang mặc đồ cho buổi phỏng vấn , Tôi chưa bao giờ một lần nghĩ bản thân như một người vợ bị hành hạ .","He even pointed a gun to my head, pushed me to the floor, threatened to kill my dogs, pulled my keys out of the car while I was driving down the highway, poured a coffee shop on my head when I","Even though he held those loaded guns to my head , pushed me down stairs , threatened to kill our dog , pulled the key out of the car ignition as I drove down the highway , poured coffee grinds on my head as I dressed for a job interview , I never once thought of myself as a battered wife ."
"Thay vào đó , tôi là một phụ nữ mạnh mẽ trong tình yêu với một người đàn ông có vấn đề , và tôi là người duy nhất trên trái đất có thể giúp Conor đối mặt với cái xấu xa của anh ta .","Instead, I'm a strong woman in love with a man with a problem, and I'm the only person on Earth who can help Waco deal with his evils.","Instead , I was a very strong woman in love with a deeply troubled man , and I was the only person on Earth who could help Conor face his demons ."
"Câu hỏi khác mà mọi người hay hỏi là , tại sao cô ấy lại không bỏ đi ?","The other question people ask is, why doesn 't she leave?","The other question everybody asks is , why doesn 't she just leave ?"
tại sao tôi đã không bước đi ? Tôi có thể bỏ đi bất cứ lúc nào .,Why didn 't I walk? I could leave at any time.,Why didn 't I walk out ? I could have left any time .
"Với tôi , đó là câu hỏi buồn và đau đớn nhất , bởi vì chúng tôi , những nạn nhân biết một số thứ mà bạn thường không biết : thật là một nguy hiểm kinh khủng để rời bỏ một kẻ bạo hành như thế .","To me, it's the saddest and most painful question, because we, the victims, know something you don 't usually don 't : it's a terrible danger to leave such a thug.","To me , this is the saddest and most painful question that people ask , because we victims know something you usually don 't : It 's incredibly dangerous to leave an abuser ."
Bởi vì bước cuối cùng trong kịch bản bạo hành gia đình là giết chết cô ta .,Because the final step in the domestic violence scenario was to kill her.,Because the final step in the domestic violence pattern is kill her .
"Hơn 70 phần trăm tội ác bạo hành gia đình xảy ra sau khi nạn nhân kết thúc mối quan hệ , sau khi cô ấy bỏ đi , bởi vì sau đó kẻ bạo hành đó không còn gì để mất .","Over 70 percent of the violence committed by the time the victim finishes the relationship, after she left, because then the thug had nothing left to lose.","Over 70 percent of domestic violence murders happen after the victim has ended the relationship , after she 's gotten out , because then the abuser has nothing left to lose ."
"Nhưng hậu quả khác như bị theo dõi lâu dài , thậm chí sau kẻ lạm dụng kết hôn lại ; khước từ những nguồn tài chính ; và vận động của hệ thống toàn án gia đình để làm khiếp sợ nạn nhân và những đứa trẻ của cô ta , những đứa trẻ này thường bị ép buộc bởi phán quyết của toà dành thời gian không bị giám sát với người đàn ông đã đánh đập mẹ chúng .","But other outcomes such as long-term surveillance, even after abusers are married again ; they're denied financial resources ; and the movement of the family justice system is to frighten the victim and her children, who are often forced by","Other outcomes include long-term stalking , even after the abuser remarries ; denial of financial resources ; and manipulation of the family court system to terrify the victim and her children , who are regularly forced by family court judges to spend unsupervised time with the man who beat their mother ."
"Và chúng ta có tiếp tục hỏi , tại sao cô ấy không bỏ đi ?","And so we kept asking, why didn 't she leave?","And still we ask , why doesn 't she just leave ?"
"Tôi đã có thể bỏ đi , bởi vì một đòn đánh thô bạo cuối cùng đã đập tan sự từ bỏ của tôi .","I could have run away, because a final beating had shattered my rejection.","I was able to leave , because of one final , sadistic beating that broke through my denial ."
Tôi nhận ra rằng người đàn ông tôi rất yêu thương sẽ giết tôi nếu tôi bỏ rơi anh ta .,I realized that the man I loved so much would have killed me if I left him.,I realized that the man who I loved so much was going to kill me if I let him .
Vì vậy tôi phát vỡ sự yên lặng .,So I burst the silence.,So I broke the silence .
"Tôi kể với mọi người : cánh sát , những người láng giềng , bạn bè và gia đình tôi , những người hoàn toàn xa lạ , và tôi đứng đây hôm nay bởi vì bạn đều đang giúp tôi .","I tell people : the police, the neighbors, my friends and family, the total strangers, and I'm standing here today because you're all helping me.","I told everyone : the police , my neighbors , my friends and family , total strangers , and I 'm here today because you all helped me ."
"Chúng ta có quan niệm rập khuôn về nạn nhân như những tiêu đề đáng sợ , những phụ nữ tự huỷ hoại mình , những điều tốt bị làm tổn thương .","We have this stereotype of victims as scary headlines, self-destructive women, damaged goods.","We tend to stereotype victims as grisly headlines , self-destructive women , damaged goods ."
"Câu hỏi , "" Tai sao cô ấy ở lại ? ""","The question, "" Why did she stay? ""","The question , "" Why does she stay ? """
"là lí lẽ của một số người , "" Đấy là lỗi của cô ấy khi ở lại "" như thể nạn nhân đã lựa chọn yêu đàn ông với ý định phá huỷ chúng ta .","It's the reason some people say, "" It's her fault to stay, "" as if the victim has chosen to fall in love with the man with intent to destroy us.","is code for some people for , "" It 's her fault for staying , "" as if victims intentionally choose to fall in love with men intent upon destroying us ."
"Nhưng từ khi xuất bản "" Crazy Love "" Tôi đã nghe hàng trăm câu chuyện từ đàn ông và phụ nữ những người cũng đã bỏ đi , những người học được một bài học cuộc sống vô giá từ nhưng điều đã xảy ra , và những ai xây dựng lại cuộc sống -- hạnh phúc , vui vẻ-- như những nhân viên , những người vợ , người mẹ , sống cuộc sống hoàn toàn không có bạo lực , như tôi .","But since I published "" Crazy Love, "" I've heard hundreds of stories from men and women who have also left, who've learned a priceless lesson in life from what's happened, and those who rebuild lives --","But since publishing "" Crazy Love , "" I have heard hundreds of stories from men and women who also got out , who learned an invaluable life lesson from what happened , and who rebuilt lives -- joyous , happy lives -- as employees , wives and mothers , lives completely free of violence , like me ."
Bởi sự thật tôi là một nạn nhân điển hình của bạo lực gia đình đã kết thúc tôi là người sống sót điển hình khỏi bạo lực gia đình .,Because the fact that I was a typical domestic violence victim ended up being a typical domestic violence survivor.,Because it turns out that I 'm actually a very typical domestic violence victim and a typical domestic violence survivor .
"Tôi kết hôn lại với một người đàn ông tử tế và tốt bụng , và chúng tôi có với nhau ba đứa con .","I married a nice, nice man again, and we had three children together.","I remarried a kind and gentle man , and we have those three kids ."
Tôi có con chó Black Lab và tôi có chiếc Minivan .,I have my black Lab dog and I have my Minivan.,"I have that black lab , and I have that minivan ."
"Điều tôi không bao giờ lại có nửa , mãi mãi là một cây súng chĩa vào đầu tôi bởi ai đó nói rằng anh ta yêu tôi .","What I was never half, always a gun to my head because someone said he loved me.","What I will never have again , ever , is a loaded gun held to my head by someone who says that he loves me ."
